pretty_comp,mbj_bandgap
CrHO2,0.0124
MgSnO3,3.2356
Na3ClO,4.7035
LiGaTe2,2.3603
BaSrHg,0.0291
USe,0.0211
AsHPbO4,7.5896
CdSO4,5.8762
ScZnPd2,0.0182
CaPtF6,2.783
HfAg,0.0078
LiCa2Tl,0.1032
Ba(BSe3)2,2.6201
ZrAlNi2,0.0278
K2RbSb,1.9609
NaCuSe,1.3419
BeSeBr4,0.0239
MnAlO3,0.0024
LiHoS2,2.7276
NaAlO2,6.5786
Co3Se4,0.0015
TeAuCl7,2.126
SmAu,0.0081
MgAgF3,4.882
Ba(TeO3)2,2.5398
Be2SnHg,0.0107
ZnCuPd2,0.0244
CaH2,2.4801
AgCNO,3.2172
RbAuO2,1.9785
TbPd,0.0033
Sm2ZnIr,0.0135
YBeCo2,0.0108
BaCaPb,0.2101
MgBe2V,0.0023
BI3,3.5368
Y2SeO2,3.2078
KP,1.9296
TaTlO3,1.1852
NaCuTe,2.4318
YbSi2,0.0038
Ca3BN3,1.7407
CdSb2Se3Br2,1.7229
TeAsIr,0.1775
TlP5,1.5673
VO2F,3.0012
YbTiO3,2.5198
Li2GePbS4,3.0093
Sc(IO3)3,4.857
SbF5,1.4781
CrHO2,1.268
Ca(ZnP)2,1.4211
H3NO,6.2519
Sr(AsPd)2,0.0053
ErFeC2,0.0044
LaBeV2,0.0046
PmI3,2.812
KNaMo(OF2)2,2.2279
RuC3Br2O3,2.8566
Cd2As3I,1.5248
TbNi2,0.0337
CdAg,0.0641
VPbClO3,2.2882
HfBeCd,0.0123
Li4Ni3(OF3)2,3.9831
Zn(InS2)2,2.5266
Ba2HgPb,0.1073
BaSrTi2,0.0016
Sc2GaOs,0.0355
Ba4RhCl,0.0314
KI,5.6784
BaHg2(ClO)2,3.0354
CrPd3,0.0112
BeNb2Cu,0.0068
Sb5IO7,3.4973
Ba4ScW,0.0008
BeTl2Re,0.0098
SiTe2,0.0141
Ca2SiO4,6.4971
NaCl,7.5038
Sr2Mn3(SbO)2,0.0076
BaSiO3,2.4151
K2Yb2O3,5.3702
YAuO2,3.7211
BeTl2Cr,0.0062
Cd2H2SO6,5.0901
BaNa2Ge,0.0066
ErInRh2,0.0129
MgWF5,0.0497
SrO,4.9578
RbErS2,3.4694
NiPtF6,1.015
Al2Ge2O7,5.5117
U2Ga2O5,0.0053
SbSBr,2.4137
Mg2Ti3O8,2.9926
SmBr3,4.0014
PCl5,2.819
IF7,2.3712
Ba2UCuO6,0.0
Sc2BeIn,0.0022
GaCl3,6.0209
Nb3TeI7,0.6452
ZrMn2As,0.0179
H3S,0.0313
TmCl2,0.0348
Be2SnMo,0.0286
CuBSe2,2.1166
Nd(GePd)2,0.0072
ScNi,0.0338
NaIO4,3.282
RbFeF3,0.0486
Rb2VAgSe4,1.1541
ScIO,2.4909
NaLaSe2,2.9216
K2O,3.9697
Al5CuS8,1.8174
LuAg4,0.01
Mg3(AsO4)2,5.8887
AsPAu,0.0181
HfH2,0.0092
K6MnSe4,1.5402
AgB2,0.0267
Ga(MoS2)4,1.3346
BeZnGa,0.012
YSnPd2,0.0286
Li2Te,3.0445
LiScVO4,0.0056
KAl(SO4)2,8.3857
Be2B,0.0054
BeCo2Bi,0.0068
DyCl3,5.0068
Rb2Li2GeO4,4.0017
KBrF4,5.4281
Mg3Br,0.0073
Ba4MnPd,0.0453
NdY3,0.0084
HgSeO3,3.4727
LiMgBi,1.1056
Li2PrAl,0.0826
NdSi,0.0019
NbPS,0.0022
BeGeP2,1.6329
BeNi4Rh,0.0105
ZrFeCl6,1.0576
Mg(GaO2)2,4.5385
SnBiO4,0.2578
TmB2,0.045
BaSO2,2.8663
BeSi2Sb,0.0099
BeCr2Hg,0.005
SrZrO3,4.3225
Be2CrTc,0.0138
K3As,1.5337
CeCoC2,0.0018
Ba4HfPd,0.0392
Be2V,0.0121
TlInCl3,2.6376
NdTe3,0.0062
SnH8(NCl3)2,3.4836
LiNdO2,5.8736
Ga2HgSe4,2.0752
FeN3ClO3,1.9005
Co5BiO2,0.0762
HfAlFe2,0.0267
YAgSe2,1.2102
MgSiNiO5,0.0017
Rb2H4Pt,3.8756
FeSi,0.0158
SrCl2,7.6257
TmMg2Sc,0.0781
Zr3N4,1.4949
K4V2O7,3.6764
CrCl2,0.4551
Na2SO4,8.5318
LuCo2,0.0074
ScInO3,3.9716
CrCoPt2,0.0057
IOF3,4.8998
TbNiSb,0.3229
NaFeS2,0.013
BaSe3,1.9331
WBr4O,1.4228
Ba2HfS4,1.4278
Na2GaNiF7,2.8835
MgAgAs,0.0634
MgIn2O4,3.8392
Be2FeW,0.4669
Sr(NiSb)2,0.0058
Tl2AgI3,3.2899
VInO4,3.5416
Ba3SnO,0.1267
SbF4,3.1451
Ag3AsS3,1.8042
AuCS2Cl3,2.2834
Zn4(B2O)3,5.7072
Li4ZrO4,5.6222
HoTlS2,2.2438
LiSm2Ru,0.0189
NaLi5N2,3.2430000000000003
Np2InNi2,0.0007
NaBeBi,0.0047
CrAgO4,0.9414
InSbS3,2.2307
BaTlTe,0.0313
Ca3Tl,0.0263
ZnPd2Au,0.0437
SrTe,1.2336
LiInSe2,0.9985
HfGaRh2,0.0512
LiErO2,6.4627
Ba2ZnF6,7.0375
KNO3,4.2379
Na2SnF6,7.8522
K2Sr(P2O)2,8.4333
Ba3Bi2,0.4069
ScIr2,0.0126
BaCaSi,0.3795
PbBrF,4.142
TiGa,0.0183
K2TeSe3,2.662
NaTl2MoF6,1.5595
VAgO3,1.4241
ZrH3,0.0383
TmTlS2,2.105
Al(MoS2)4,1.3993
PrSnAu,0.0473
BaAgTeF,2.7174
NaYb3,0.0076
BeGeN2,4.6921
BaHBr,4.4347
Mg2As,0.0433
AsSeI,1.7743
Ba2YTi,0.0054
CaAsH5O6,5.6941
CdIn2O4,1.7771
YbTlS2,0.0322
YbGaPd2,0.0195
RbPS3,2.5592
Rb3Na,0.0494
K2PAuS4,2.3608
TlInSe2,1.5472
Be2InPt2,0.0072
NaSbS2,1.6338
NiPb,0.0103
TmH3(CO2)3,6.0228
Sn(HgSe2)2,1.2444
LiSiBi3O7,3.1481
HfBe2Ru,0.0026
Au2S,2.6248
BiAuO2,2.1237
Rb2PbO3,2.3396
TaTeCl9,3.4646
TlSbO3,2.5647
BaMgCl2,0.4352
PdBr2,0.6206
Ba2MgUO6,2.3025
Hf3N4,1.9634
RbAsSe2,2.3847
SiGe,1.0966
TbSe,0.0186
BaNi2Cl,0.9026
Ho2Hf2O7,4.835
TaTiOs2,0.0076
CdSnP2,1.2146
Ti2BeBi,0.0121
Nd2PbSe4,2.1281
Y(AgCl2)3,4.2659
K2NaCuF6,8.8326
SF6,7.4912
Na2MgCl4,7.9298
Cr(GaS2)2,0.5329999999999999
NaTbSe2,2.9527
Tl2TeBr6,2.5619
Ga2BiS4,3.2483
Bi(TeBr2)2,1.0267
AgClO3,4.3548
K2Sn(AsS3)2,1.952
ErTaO4,5.3319
RbSeBr3,2.5455
YbCd3,0.0703
KCaNb2O6F,3.1906
TaGaFe2,0.0221
AcBr3,5.1503
MgBeRh,0.0243
K2TeBr6,2.3668
MnFeTe,0.0075
SrTiO3,2.3022
ScBe2Br,0.0099
MgBeIr2,0.0005
Na3BO3,6.3611
H4BrN,6.023
PbS2,1.0322
K3IO,2.7787
ErRh2Pb,0.035
K5CuSb2,1.8813
Ni3Pb,0.1339
Sr(CdAs)2,1.0571
LiPaPt2,0.0024
Li2SbPd,0.0293
S(IO3)2,3.4185
BaNd2PtO5,2.81
VIr3,0.0137
CuBS2,2.2021
YTlCd,0.0275
NaLiS,4.7808
MoSeCl7O,1.2364
ScCoTe,0.9172
RbSrCl3,7.4393
AgPb2Br5,2.8493
TiClO,0.0193
AlB3H2,8.4224
Pr3S4,0.0148
RbBiS2,2.258
RbTlO2,1.9569
SiO2,2.2945
OsO4,3.5597
Sb2O3,2.6801
Al2HgSe4,2.3422
YErZn2,0.0217
NbVO5,2.1979
Sm2O3,5.2151
AsIrBr,0.0207
AgBi2S3Cl,1.5504
NaSnN,2.1971
BaCo2Cl,0.928
Hf2ZnRe,0.0368
Nb2O5,2.6092
Co2B2O5,0.0036
BeC2,2.144
Tl(CoS)2,0.0052
AlAgSe2,2.3587
BaCa(GaO2)4,5.2606
NaAgO,0.7806
NdTe,0.0046
RbSmO2,5.3508
H4BrN,5.67
BP,1.8438
NaBeTl2,0.0052
TmAl,0.0011
PaC,0.0504
Ag3AsSe3,1.3955
TaTl3Se4,2.6101
K3GaS3,4.5756
HoAlAu2,0.1204
BaHf4Ga,0.0133
YSnF5,3.9984
PrB2ClO4,6.9913
BaSn2(HO2)2,3.0643
DySb,0.1784
Ga2HgS4,2.8314
Rb2SiAs2,1.8369
Ba4CdPb,0.0104
KZnAs,1.3553
DyBi2ClO4,3.1272
Ba(MgAs)2,1.6045
TiBeSi,0.0098
Li3VO3F2,2.4862
Ba(MnSn)2,0.0279
Tm2TeO2,1.7288
Ho2PdRh,0.0057
MgBiF6,7.5499
ZnO,2.5564
Ba(CO)4,3.8676
MnAlPd2,0.0262
RbAlAs2O7,4.792
DyNiC2,0.0163
RbAcTe2,1.7082
Ca4Al6O3,6.0005
CdAsIr,0.0088
CaCO3,7.4408
Mg2Sn3O8,4.0785
SnPS3,2.1189
Co2SbTe,0.0057
Ta2H,0.0058
Ga2TeS2,2.9363
Li2CuSb,0.8471
Zn(PO3)2,6.6249
DyAlO3,4.4967
AcI3,3.0472
SiTc2W,0.0171
Mg3BH2O5F,6.8169
NaMnCl3,1.7764
K4CO4,5.5301
RbCd(NO2)3,3.5604
Ga3PO7,5.5622
SmTl,0.0349
Pr3CuSnS7,2.3375
Rb3Sn,0.7481
Mg4BeRe,0.0056
ZrC,1.1017
Na2CS3,2.402
TiTe,0.0042
ZnSiN2,4.2331
InBr,1.6433
DyBi2BrO4,3.2105
BaH2,3.9873
DyBiPt,0.1109
Tl2GeS3,2.1509
ScBr2,0.0052
AuSCl5,2.3915
CaBeNb2,0.0059
MoO2,0.0136
TaBe2V,0.0033
PtI3,0.885
Na2SiO3,7.0127
Ba3SbP,0.4154
BaRh2Br,0.0011
In2HgS4,1.4916
Sm(CuSi)2,0.0042
Ag3P,1.3147
HoSi2,0.0101
RbI,5.0517
Ho2AlOs,0.0093
HoAu,0.0063
ScGe,0.003
RbHCO2,6.1907
PbSe,1.5511
NaBrO3,5.6979
RbCS(OF)3,8.8707
Ho2Ge2O7,6.0445
AgN3,3.0031
NbAsPCl3,2.8981
Ba4VCl,0.0868
K4TiO4,5.2547
Cd(GaTe2)2,1.8768
K2B(CN)3,3.0112
BaSrHf,0.0376
NaAl(SiO3)2,7.3576
K3VCO8,2.7687
RbNdO2,5.0433
NaMnP,0.0115
Ba4MnZn,0.0097
Pr2S3,1.4905
Sr(NdSe2)2,2.3077
TiTeOs,0.7456
KBeTe2,0.0043
Ba4ReCl,0.0262
MgNbRh2,0.043
Ca4MgBe,0.0103
Mg(GaO2)2,5.2884
Rb2NaInF6,8.277000000000001
ZnCu2SnS4,0.5852
KVO2,0.0005
HoNbRu2,0.0359
Ca2As,0.213
Ba4WCl,0.0514
AgHgSI,2.4208
Ba2CuF6,5.6657
Pr(SiRh)2,0.0031
PrOF,6.7153
KAu(I2O)2,2.4516
LiBeIn,0.0111
Ca3(GaN2)2,3.53
NdCoC2,0.0246
K2BaPb,0.0032
TiClO,0.0398
PrCuS2,1.5164
NpB2,0.0052
VGeAs,0.0308
TlMo2Cl7O2,1.0005
NaBr,6.8477
Pt3Pb,0.15
LiGaSi,0.6632
BaCeN2,1.1059
K2SnO2,7.3575
RbCuO,0.6065
MgPS3,3.9421
Be2CrW,0.0046
HgCl,3.2489
NaH2N,4.7606
TiH2C2(NF)6,3.0176
MgMnO3,0.0093
Pr2TeO2,2.4905
YbZnAu2,0.0176
Ba4MoSe,0.0708
Rb3BS3,3.9826
KHO,6.9552
NdBi2BrO4,2.7743
Sn3F8,4.9126
Ba2ClF3,7.9299
Hg2P3Br,1.7243
Ca3AsP,1.0513
ZrTiTe4,0.0047
DyAgHg2,0.0287
Yb(PRu)2,0.0038
Hf2SbP,0.0074
Li3AlH6,5.4713
CaC2(SN)2,4.3863
NaYb(PS3)2,2.0552
CaWN3,1.0481
U(SiPd)2,0.0009
SmMgTl,0.035
AcBrO,5.2005
Zn4P6N2O,5.0235
Tm3SnC,0.0683
Sr3AsN,1.2056
VPt2,0.0002
Ba4TeCl,0.0147
Li2CoSiO4,0.0023
HfScBe2,0.0015
BeO,9.6866
Ta2Te4O,1.1074
Yb2S2O,1.6722
Hf2Au,0.0136
SCl,3.6109
Na2V2ZnO7,3.3053
MoSBr,1.0793
ThCN,1.8242
BaCuSb,0.0825
Tl2PdCl4,0.9382
Rb3Sb,1.3493
TbBi,0.1876
NaInSe2,2.0145
Sr(ClO2)2,3.9764
Mg3P2,1.644
TiTeAs,0.0016
MnBePd,0.0056
Sc2SO2,2.9926
FePb2(CN)6,3.8291
Sr3PN,1.3102
NdSnAu,0.0445
HgBr2,3.3262
BeNbCd,0.0052
PrCuSO,2.8328
Ta2ZnO6,4.0349
NaCuO2,0.01
SrZrS3,1.6773
KIO4,4.0168
Pm2CoIr,0.0244
CrH,0.019
NaBiF6,3.435
NdBiO4,2.7729
Y3CuGeSe7,1.7307
HgTe,1.0891
Ti2Cd,0.0018
Zn3Ir,0.0076
HfPbO3,3.5811
TcAgO4,1.683
SbClF8,3.8811
Na3HfF7,9.2634
SrSeO4,5.1625
Tb(SiPt)2,0.0141
YbSi,0.0035
Ca2CuB2(HO)2,0.0518
Nd3Sm,0.0136
SiH2O,0.0013
Sb2Te2Se,0.4103
Sm4S3N2,1.9477
Li8SnO6,5.6512
MnBe2Ga,0.0221
Li3N,2.297
BaTe,1.1754
La2MoO6,4.18
InSnBr3,1.4154
GaSb,0.5695
BeSiRh2,0.0171
Ho2CdSe4,1.5831
NaSi2BH2O7,6.7771
Sr2TiBe,0.0035
Bi2Se3,1.3894
Fe4O5F3,0.0013
Li7VN4,2.5124
Ba2Cd(B3O)2,6.7285
DyVO4,3.3071
K2TiCl6,2.4858
ZnCdS2,2.8728
Sb2Se3,1.4537
HfS2,1.6840000000000002
SbAsO5,3.3267
NdBiPd,0.0556
PPbSe3,2.2819
TaTlPt,1.1357
NaN3,5.2954
Be2TcGe,0.0086
AlBiO3,3.9447
LuCuSe2,1.6813
SrFeO2,0.0073
CdSO4,5.7178
Ca2AlSbO5,4.2949
Rb3As,1.0751
NdPd2,0.0069
Ca3SbN,0.9866
AgHgSBr,2.3775
Ba3AsN,0.5281
LiHfRh2,0.0597
Ba4NiCl,0.0233
TiBeIr2,0.0567
DyN,1.1242
Be2InRe,0.1765
Bi3SbO7,3.0688
Sr2HfBe,0.0112
Na8SnO6,4.4797
YCuO2,2.8797
Ca(CoGe)2,0.0068
TlBS3,2.6472
PtN,0.0071
Li3VS4,2.1221
RbCaI3,4.4524
Y(BiO2)3,3.1932
Nb2SnO6,2.0911
NbAlO4,3.2712
K2Ca(CO3)2,6.5182
HfFeCl6,0.7806
XeF2,4.4943
Pd(Se3Br)2,1.2249
Rb2Cu(BrCl)2,0.1188
KPrTe2,1.7814
MnTcPd,0.0131
NaSr3BiO6,2.6045
ErAgHg2,0.0374
Ca2As2O7,5.2251
AlSi,0.0062
PrH3,1.0411
InReGe,0.0132
Sr2NCl,2.9556
TmGaO3,5.5536
Na5CuSO2,2.2479
ZnPbF6,2.8509
ZrAg,0.0295
H3AuC2NCl,3.9458
RbSm2CuSe4,1.1771
YbBr2,6.6651
NaTaNi,0.0059
BaLiP,1.4877
YbMgNiH4,2.2823
ScCo2Sn,0.184
K2PtS2,1.7588
Bi(BO2)3,5.6846
SrIF,5.4437
Mg3ReH7,3.2199
BiI3,2.9406
SnBrCl,1.9568
SbOF,3.5632
InBi2S4Cl,2.3365
K3Cu3As2,1.5523
RbIn5S8,2.5201
TmMgAu2,0.0315
GaHO2,4.1194
PrTl,0.0168
Rb2S3,2.5731
TeWCl9,0.0102
K2HfF6,9.5951
Ca3Bi2,0.6539
Hf2Si,0.0015
HfScOs2,0.031
DyAg,0.0287
KC,0.0007
PH4I,4.82
LiAlH4,5.6612
Sr(Si3N4)2,4.4462
GePbS3,2.5972
TbH3(CO2)3,6.0753
Rb3Sm,0.0174
Sr(NdS2)2,2.7482
NbCl3O,2.6943
BaC2,2.6573
Cd2B2O5,4.7332
RbPr(MoO4)2,4.1681
TeRuSe,0.0189
Ba2TiCr,0.0083
SmF3,7.3576
In2Co3S2,0.0141
Sm3Mg,0.0073
H2W2O7,2.5041
BeCrCo2,0.0008
CuH,1.0724
ScNi2,0.0208
Ti2AlCr,0.1705
SmYMg2,0.0506
SmGaO3,4.0956
ScZnPt2,0.0109
Be2ZnMo,0.005
K2SmF5,9.6877
SnBr4,3.5328
AsWBr,0.0072
Ti2InNi,0.07200000000000001
Sr4I6O,5.0304
SrNb3NO7,1.8471
HgPb2(ClO)2,3.5152
PmAlAu2,0.0259
Tm2TeO6,3.8743
Sm3GaO6,5.5775
Er2TlCd,0.0189
KSnPCO7,4.6835
GaB3N4,4.9542
BeVIn2,0.0009
SiAs2,1.5989
MgPSe3,2.8524
BrF3,4.4110000000000005
ZrCo2Sn,0.0105
TiBe2Tl,0.0012
Na3PS4,3.5795
Ba2Mg(B3O)2,7.6188
BaLiSb,1.3474
NaMnSb,0.0107
TlFeF3,0.0697
InPH2O5,5.5935
TmF3,7.2393
V3Sb2,0.0328
ThTeO,0.6258
NaCrO2,0.0141
Ba2ZnPb,0.117
TlAgI2,2.4325
HfBe2Se,0.03
SnSe,1.2192
TlHg5Cl,3.8036
PmHo3,0.0027
Be2FeSb,0.0314
Yb2Nd2O5,1.9735
Lu2RuAu,0.0272
KInTe2,1.7941
Li6Mn(OF2)2,0.1369
GeSb4Te7,0.4448
Hg2P2S7,2.6067
CoH4(BrO)2,0.0111
Mg(BiO3)2,0.5601
NaSmS2,3.1971
YbBPd3,0.0198
FeNiMo,0.0227
AlP,2.6148
K2CdO2,3.2592
Rb2MgCl4,7.3798
TiBe2Br,0.0277
Li2CaSn,0.1568
MgBeRu2,0.0015
Ce4ThO9,0.0026
RbCaSb,2.3219
ScSbRu2,0.0823
SmZn5,0.0152
As2PbO6,3.1608
CaNiN,0.0098
Sr(AlSe2)2,3.9296
Na3TlO2,3.2958
YbSe,3.4960000000000004
Be2RuW,0.1685
MnBeCr2,0.0015
Pd3N,0.0138
K4HgP2,2.4018
KAg2SbS4,1.45
PrSb,0.2955
CoH2SeO4,0.6032
BiIO,2.3687
Mn3Hg,0.013
HC,3.9465
Zr3Tl,0.0419
BaSrHf2,0.0049
ZnB8(H2N)4,0.0147
Tl4CdI6,2.7763
LiEr2Al,0.0395
Ho2S3,3.3482
Sr4RhO6,2.1698
ZnGeP2,1.9322
BeTcIr2,0.0056
Tm3InN,0.0303
Zn2Bi2O5,2.4341
Na3YCl6,6.127000000000002
VCuO4,0.0119
NbGa3,0.0362
TiBr2,0.0133
BeTlNi4,0.0042
Tl2ZnI4,3.6452
KNaSmTaO5,5.7784
Sn(PS3)2,1.8613
PmBr3,3.8442
MnBeFe2,0.0009
NbCd3,0.0124
SmAs,0.313
Ho3AlN,0.0547
Ba4YPt,0.0191
Tb(HO)3,6.1325
TlInS2,1.4126
SiHgO3,1.0733
Ba4TiOs,0.0103
KBr,6.8366
ScAgO2,3.0594
ZnSi2SnO6,4.87
SrSnP,0.0084
Ca(SiAu)2,0.0067
KCuO2,0.8847
Ce2SeO2,0.0004
LuH2ClO2,6.6334
HCl,2.6389
NaHoSe2,2.9516
Mg2TiBe,0.0095
BaO2,3.7408
Ca(MnAs)2,0.0155
Ba2CaMoO6,2.7341
HoN,0.0311
VSiRh,0.3683
Rb3YO3,4.6331
LiInTe2,2.2901
Y2BeCl,0.0176
SO3,6.9329
BaYMo2,0.0181
RbLiCrO4,2.8188
Ba4MgBe,0.0171
InPS4,3.3999
Al(IO3)3,4.4510000000000005
Ho2SeO2,3.6311
YbS,3.4576
LiAgF2,3.1615
BaYSb2,0.0061
AcH3,1.7157
HoBi2ClO4,3.1053
CuHgSBr,1.175
HoBrO,5.7429999999999986
B2Os,0.0035
Pr4S3NCl3,3.7424
Pb2O3,1.4224
PmYMg2,0.0257
SnF2,5.2271
LiAgTe,0.4505
RbLiO3,0.0155
AlSbO4,2.7399
FeIr3,0.0028
TiZnN2,2.7314
Mn2Au,0.0046
BeCrPd2,0.0059
Rb2TlInF6,4.9303
LuSi2,0.0172
NaI,5.1789
AgPO3,3.3212
TbPbAu,0.1347
Te4Mo2WS2,0.1875
MgH4(ClO)2,7.7068
HgS,2.3984
Ca3CdO4,4.6801
InPbCl3,3.7597
MgBe2In,0.0046
Ba2TiCl,0.0101
Ba4NbTe,0.022
CaO2,3.6915
NaSrAs,1.8989
TlF3,3.0369
SmBi2ClO4,2.7695
SmNiAs,0.0714
PbWO4,3.9378
Rb3YF6,9.1143
Tl3SbS3,2.0852
K2Cd(AuS)4,2.9217
LiFe(SiO3)2,0.0033
HoVO4,3.2964
Sr4PdO6,1.7994
YScBe,0.0061
Ta(TeCl3)2,0.9027
ZrZnO3,1.1758
Ba2MgH6,3.8113
InAgS2,0.9516
RbTmS2,3.6581
Be2MoPb2,0.0017
KTbS2,3.2828
Al6Re,0.0069
Sc3RuC4,0.0142
Dy(Al2Cr)4,0.0049
SrH2,2.9741
SmAlSi,0.0097
Na2GeS3,3.7654
ScAlIr2,0.1738
GaAgSe2,1.5603
NaTmS2,3.2030000000000003
Ba3(HIr)2,3.4337
Ca4MgB4H6(CO4)2,6.9568
Na2ZnSe2,3.5958
KSc(MoO4)2,4.195
HoAlO3,7.3754
YBeBr4,0.0208
Cd2SiO4,2.8023
TiFe2Si,0.0051
BaGaW2,0.0011
DyInPd2,0.0178
K2TaAgS4,3.0712
TaTeBr9,2.4409
ThC,0.1095
BAsO4,5.556
KCaBi,1.8905
HoSiRu,0.0058
SnPCl9,3.9363
Na2VCSO7,0.3666
InTeCl,2.4722
CrCo2Si,0.013
IrBr3,1.7041
Zn2W3O8,1.5647
SnTe,0.0173
TaC,0.0118
Ba4InTc,0.0179
Li5SbO5,4.3911
RbDyS2,3.4002
BrF5,5.51
ThB2O5,5.5795
Lu2IrRh,0.0461
KC4N3,4.58
Y(BO2)3,6.7828
NaAlH4,7.0316
CaGe2O5,4.3508
NaYSe2,2.4943
Mo3(Se2S)2,0.5656
Cd2BiAsO6,3.6242
BeGaCu,0.0087
H4CN5Cl,2.9776
TiSnPd,0.5161
Ca4BeZn,0.0351
KPrS2,3.2612
P2Se5,1.719
TmAl2,0.0068
Na5CoSO2,1.5584
Ti2BeMo,0.0076
ScBeGe,0.0183
NaHO,6.2949
BaCdBr,0.0085
K3Sm,0.0045
Li3Cu3TeO8,0.0057
HfS3,1.9271
BeOsBr2,0.0014
Sn3(PO)4,4.251
Y6UO2,2.1895
WOF4,5.4712
YbI2,5.03
LiAl2Au,0.4026
LuSF,3.6065
HoIn,0.0063
Re2GeAs,0.0028
Cr3O8,0.0045
Re2C,0.0296
BiSbO5,0.522
K2Na4Be2O5,5.7257
BeSbBr2,0.0094
MoW2(SeS2)2,0.6891
Ca3UN4,1.6115
ZnCO3,5.9374
In2HgTe4,1.349
Zn2GeS4,3.3549
PmH3,0.4326
Rb2SeCl6,2.9307
Ge2Os,0.0337
Ba4TaBr,0.0241
NaClO4,8.1367
GaN,2.3154
HgTe,0.8198
ZrBe2Te,0.008
AlB2,0.0115
HoTl,0.0125
Ca4P2O,1.9559
NaErSe2,2.7281
LiYBe,0.0117
SiGeN2O,5.3748
Ba4NiMo,0.0033
Rb3Sb2Br9,2.283
NaLu3,0.0036
SbO2F,2.2596
Te2Mo(WS2)2,0.236
Sc2AlCd,0.0473
RbBaTaS4,2.9369
SiRh,0.0037
Ga2Pt,0.0188
Li2V(OF)2,0.0061
MgCN2,5.3961
BaTeBr,4.2191
K2PtSe2,1.503
Ba(MgSb)2,1.2753
NaMnSe2,2.1591
Ho(FeB)2,0.0011
TaGaO4,4.4789
CaSiSnO5,5.0472
Nb3Cr,0.0046
SmTaO4,5.313
BiF3,5.5209
KAs4BrO6,4.7363
MnCdO3,0.008
Er2TeO6,3.8511
K2Sn(HO)6,5.7387
Li2O,5.9239
As4RuBr,0.0313
K2CN2,5.9036
Rb8N3O,3.0171
ZnI2,2.9933
RhN,0.0056
K3Sb,2.0078
Mg2TiO4,3.9246
Pr2SiTeO4,2.6487
Tb2SO2,4.5442
V3Ag,0.0127
HoSbPd,0.6221
Be2TcGe,0.0149
Li2PrIn,0.0225
AlCuCl4,3.1286
ErNbO4,4.1522
KErTe2,2.0448
Ti2Al2O7,1.4437
CaHClO,7.8633
BaWO4,2.926
TmS,0.0083
Nd3Si2S8Br,3.4336
Na2Cd3(PO)4,5.724
NdBi2ClO4,2.649
BaPdS2,0.1071
NdTlTe2,1.0011
KCuO,0.4156
Al2HgSe4,1.3619
HfCdCu2,0.133
MnBeSn2,0.0119
K3BAs2,2.4618
Ba4TcW,0.0142
BaGaBi2,0.0202
Ba2CaTeO6,4.2886
BeSe,0.9958
NaAgO2,1.1782
ThNF,3.1865
CdCl2,5.0628
K4I2O,2.774
Ca3(AlAs2)2,1.4663
KTiPS5,1.2411
SbS2NF6,2.7853
KNO3,4.3311
YbRh,0.0592
SrTiN2,1.2078
InSiTe3,0.8781
Rb3H5Pt,3.9864
NaInS2,3.1912
SbPO5,3.5336
SmI2,0.0502
PrN,0.6691
TlP,0.3019
K3NaFeCl6,4.5835
Na2SO3,0.873
SmOF,7.1811
Be2MoP,0.0069
BeSnP2,1.5285
HfInCo2,0.02
YPbAu,0.1293
Sr2HN,2.9944
ZnH2SO5,6.77
CdPd(CN)6,4.3449
Li3BN2,3.8671
AgBiSCl2,1.5734
LuPb2,0.0012
Pb4SeBr6,2.9729
Ca(CdSb)2,0.7271
GaNi2,0.0252
CdBiS2Br,2.5496
AlSCl3O2,5.1515
AlCuRh2,0.7666
NaSbO3,3.0860000000000003
ICl3,3.1484
Ag3AsS4,1.5417
YFe2Bi2(SeO2)2,0.0455
BaSr2Mg(SiO4)2,6.8918
VSnPt,0.0068
AuO2F,1.2302
SrHfN2,1.4780000000000002
As3H5,4.9219
PrSb,0.0127
Fe4N,0.0086
TbB6,0.0178
BeGaMo2,0.0112
SrP,1.4407
Pr3Ag,0.0017
NaYSi,0.6588
BaGaBO3F2,7.507999999999999
In7GeIrO8,1.5671
SmRh2,0.005
CrCo,0.0018
Co(AsO3)2,0.014
Pm2AgRh,0.0151
K3TaO8,4.5973
Li2CrFeO4,0.0089
HfBePd,0.0116
CaBeIr2,0.0117
YScO3,4.2979
Li2RhAu,0.0085
CaMgAsO4F,6.0378
Cd2Sb2O7,2.0508
MnGaFeCo,0.0089
ErTlO2,2.0529
BaMnCr2,0.0076
Mg3Nb,0.0031
Al(CoSi)2,0.0123
HfTeSe4,1.1221
TiReN3,0.0085
CaZrSi2O7,5.3271
Li4FeO3F,0.0112
Bi2SeO6,3.7117
Rh3Pb,0.0022
KInBr3,3.532
Na6MnS4,1.7026
NaNbO3,2.2837
In2Te5,1.1289
S3(NCl)2,1.7669
BeCrIr2,0.0009
ZrBe2W,0.0058
Ca2NCl,3.2951
Ti2MnAl,0.033
Cu2SO4,1.6322
Na2Ti2O5,3.6018
ZrSnPd,0.476
Al2CdSe4,2.4034
Mg(RhO2)2,1.4215
Mn2BePd,0.0026
Be2BiIr,0.0167
VInPt,0.1391
Na2TiSiO5,3.6733
TcPt3,0.0064
BaYCuTe3,0.8985
ZnBr2,4.9603
HfRu,0.0423
Sc2CCl2,1.4169
TiAl2,0.0262
HoErRu2,0.0488
